Size, Time
 1, 0.4
 2, 0.2
 3, 1.2
 4, 0
 5, 0.2
 6, 0
 7, 0.2
 8, 0.2
 9, 0.2
 10, 0.4
 11, 0.2
 12, 0.4
 13, 0.4
 14, 0
 15, 0.4
 16, 0.4
 17, 0.4
 18, 0.6
 19, 0.4
 20, 0.6
 21, 0.4
 22, 0
 23, 0.4
 24, 0.4
 25, 0.8
 26, 0.6
 27, 0.4
 28, 0.4
 29, 0.4
 30, 0.6
 31, 0.6
 32, 0.8
 33, 0.6
 34, 0.6
 35, 0.8
 36, 0.6
 37, 0.8
 38, 0.8
 39, 0.8
 40, 1
 41, 1
 42, 0.8
 43, 1
 44, 1
 45, 0.8
 46, 1
 47, 0.8
 48, 0.8
 49, 1.2
