Size, Time
 1, 0.2
 2, 0.6
 3, 0.6
 4, 0.2
 5, 0.2
 6, 0.2
 7, 0.2
 8, 0.2
 9, 0.2
 10, 0.2
 11, 0.2
 12, 0.6
 13, 0.2
 14, 0.2
 15, 0.2
 16, 0.4
 17, 0.4
 18, 0
 19, 0.2
 20, 0.4
 21, 0.6
 22, 0.6
 23, 0.4
 24, 0.6
 25, 0.2
 26, 0.6
 27, 0.4
 28, 0.6
 29, 0.8
 30, 0.4
 31, 0.6
 32, 0.4
 33, 0.8
 34, 0.4
 35, 0.6
 36, 0.8
 37, 0.6
 38, 1
 39, 0.6
 40, 0.8
 41, 0.8
 42, 1
 43, 1.2
 44, 0.6
 45, 1
 46, 1.2
 47, 1.2
 48, 1.2
 49, 1
