Size, Time
 1, 0.4
 2, 0.6
 3, 0.4
 4, 0
 5, 0.2
 6, 0.2
 7, 0.2
 8, 0.2
 9, 0.4
 10, 0.2
 11, 0.4
 12, 0.2
 13, 0.2
 14, 0.4
 15, 0.4
 16, 0.4
 17, 0.6
 18, 0.2
 19, 0.4
 20, 0.2
 21, 0.2
 22, 0
 23, 0.4
 24, 0.6
 25, 0.6
 26, 0.4
 27, 0
 28, 0.6
 29, 0.8
 30, 0.4
 31, 0.4
 32, 0.6
 33, 0.8
 34, 1
 35, 0.8
 36, 1.4
 37, 1
 38, 0.4
 39, 0.8
 40, 0.8
 41, 1
 42, 1.4
 43, 1
 44, 1
 45, 1.2
 46, 1.4
 47, 1
 48, 1.2
 49, 0.6
