Size, Time
 1, 0.8
 2, 0.2
 3, 0.2
 4, 0.4
 5, 0
 6, 0.4
 7, 0.4
 8, 0.6
 9, 0.6
 10, 0.4
 11, 0.6
 12, 0.4
 13, 0.8
 14, 0.8
 15, 1
 16, 0.8
 17, 0.8
 18, 1.2
 19, 1
 20, 1.2
 21, 1.2
 22, 1.6
 23, 1.2
 24, 1.6
 25, 1.4
 26, 1.6
 27, 1.8
 28, 2
 29, 1
 30, 1.4
 31, 1.2
 32, 1.8
 33, 2
 34, 2.4
 35, 1.8
 36, 2.2
 37, 2.6
 38, 2.6
 39, 2.8
 40, 2.8
 41, 3.2
 42, 1.8
 43, 3
 44, 2.4
 45, 2.6
 46, 2.6
 47, 3.4
 48, 2.6
 49, 2.8
