Size, Time
 1, 0.2
 2, 0.05
 3, 0.1
 4, 0.2
 5, 0.1
 6, 0.15
 7, 0.15
 8, 0.2
 9, 0.15
 10, 0.15
 11, 0.25
 12, 0.15
 13, 0.3
 14, 0.25
 15, 0.35
 16, 0.4
 17, 0.4
 18, 0.45
 19, 0.5
 20, 0.55
 21, 0.6
 22, 0.6
 23, 0.55
 24, 0.6
 25, 0.55
 26, 0.55
 27, 0.8
 28, 0.6
 29, 0.85
 30, 0.75
 31, 0.65
 32, 0.75
 33, 0.75
 34, 0.8
 35, 0.75
 36, 0.7
 37, 1.05
 38, 1
 39, 0.9
 40, 1.05
 41, 1.15
 42, 0.9
 43, 0.95
 44, 1.15
 45, 0.9
 46, 1.15
 47, 1.35
 48, 1.15
 49, 1.2
