Size, Time
 1, 0.2
 2, 0.3
 3, 0.4
 4, 0.5
 5, 0.65
 6, 0.7
 7, 0.9
 8, 1.1
 9, 1.5
 10, 1.6
 11, 1.75
 12, 1.75
 13, 1.65
 14, 1.9
 15, 2.45
 16, 2.55
 17, 2.25
 18, 2.4
 19, 3
 20, 2.9
 21, 2.9
 22, 3.05
 23, 3.55
 24, 4
 25, 3.45
 26, 3.55
 27, 3.8
 28, 3.75
 29, 4.3
 30, 4.25
 31, 4.3
 32, 4.75
 33, 4.6
 34, 4.7
 35, 5.85
 36, 5.2
 37, 6.45
 38, 5.75
 39, 6.05
 40, 5.65
 41, 6.1
 42, 6.9
 43, 7.4
 44, 6.35
 45, 6.95
 46, 7.25
 47, 7.7
 48, 7.05
 49, 7.65
