Size, Time
 1, 0.25
 2, 0.2
 3, 0.15
 4, 0.25
 5, 0.5
 6, 0.3
 7, 0.4
 8, 0.4
 9, 0.1
 10, 0.55
 11, 0.6
 12, 0.55
 13, 0.65
 14, 0.65
 15, 0.65
 16, 0.7
 17, 0.65
 18, 0.7
 19, 0.8
 20, 0.8
 21, 1.05
 22, 1.15
 23, 0.95
 24, 1.05
 25, 0.95
 26, 1
 27, 1.1
 28, 1.2
 29, 1.45
 30, 1.35
 31, 1.4
 32, 1.4
 33, 1.4
 34, 1.5
 35, 1.25
 36, 1.3
 37, 1.55
 38, 1.4
 39, 1.6
 40, 1.6
 41, 1.5
 42, 1.95
 43, 1.7
 44, 1.55
 45, 1.55
 46, 1.9
 47, 2.1
 48, 1.7
 49, 1.7
