Size, Time
 1, 0.2
 2, 0.35
 3, 0.4
 4, 0.65
 5, 0.85
 6, 1.2
 7, 1.4
 8, 1.45
 9, 1.7
 10, 2.1
 11, 2.45
 12, 3
 13, 3.1
 14, 3.75
 15, 3.6
 16, 3.9
 17, 4.5
 18, 4.9
 19, 5.35
 20, 5.8
 21, 6.35
 22, 6.65
 23, 6.75
 24, 7.6
 25, 8.2
 26, 8.35
 27, 10.25
 28, 12.1
 29, 12.85
 30, 13.65
 31, 14.15
 32, 15.35
 33, 13.1
 34, 12.9
 35, 13.7
 36, 13.3
 37, 14.15
 38, 14.55
 39, 15.6
 40, 15.35
 41, 16.05
 42, 16.75
 43, 16.85
 44, 18.15
 45, 19.35
 46, 18.5
 47, 19.95
 48, 21.2
 49, 22
