Size, Time
 1, 1.2
 2, 0.6
 3, 1
 4, 0.6
 5, 0.6
 6, 0.6
 7, 0.8
 8, 1
 9, 0.8
 10, 0.8
 11, 1
 12, 1.2
 13, 1.2
 14, 1.2
 15, 1.4
 16, 1.6
 17, 1.6
 18, 1.4
 19, 1.8
 20, 1.8
 21, 2.2
 22, 2
 23, 2.2
 24, 2.2
 25, 2.4
 26, 2.4
 27, 2.6
 28, 2.8
 29, 2.8
 30, 2.6
 31, 3
 32, 3
 33, 3.4
 34, 3.2
 35, 3.2
 36, 3.4
 37, 3.6
 38, 3.6
 39, 3.6
 40, 3.6
 41, 3.8
 42, 4.4
 43, 4.2
 44, 4.2
 45, 4.2
 46, 4
 47, 4
 48, 3.4
 49, 4.2
